,experimentVariant,hits
12528,Контрольная,4
12529,Контрольная,4
12530,Контрольная,4
12531,Контрольная,4
12532,Контрольная,4
12533,Контрольная,4
12534,Контрольная,4
12535,Контрольная,4
12536,Контрольная,4
12537,Контрольная,4
12538,Контрольная,4
12539,Контрольная,4
12540,Контрольная,4
12541,Контрольная,4
12542,Контрольная,4
12543,Контрольная,4
12544,Контрольная,4
12545,Контрольная,4
12546,Контрольная,4
12547,Контрольная,4
12548,Контрольная,4
12549,Контрольная,4
12550,Контрольная,4
12551,Контрольная,4
12552,Контрольная,4
12553,Контрольная,4
12554,Контрольная,4
12555,Контрольная,4
12556,Контрольная,4
12557,Контрольная,4
12558,Контрольная,4
12559,Контрольная,4
12560,Контрольная,4
12561,Контрольная,4
12562,Контрольная,4
12563,Контрольная,4
12564,Контрольная,4
12565,Контрольная,4
12566,Контрольная,4
12567,Контрольная,4
12568,Контрольная,4
12569,Контрольная,4
12570,Контрольная,4
12571,Контрольная,4
12572,Контрольная,4
12573,Контрольная,4
12574,Контрольная,4
12575,Контрольная,4
12576,Контрольная,4
12577,Контрольная,4
12578,Контрольная,4
12579,Контрольная,4
12580,Контрольная,4
12581,Контрольная,4
12582,Контрольная,4
12583,Контрольная,4
12584,Контрольная,4
12585,Контрольная,4
12586,Контрольная,4
12587,Контрольная,4
12588,Контрольная,4
12589,Контрольная,4
12590,Контрольная,4
12591,Контрольная,4
12592,Контрольная,4
12593,Контрольная,4
12594,Контрольная,4
12595,Контрольная,4
12596,Контрольная,4
12597,Контрольная,4
12598,Контрольная,4
12599,Контрольная,4
12600,Контрольная,4
12601,Контрольная,4
12602,Контрольная,4
12603,Контрольная,4
12604,Контрольная,4
12605,Контрольная,4
12606,Контрольная,4
12607,Контрольная,4
12608,Контрольная,4
12609,Контрольная,4
12610,Контрольная,4
12611,Контрольная,4
12612,Контрольная,4
12613,Контрольная,4
12614,Контрольная,4
12615,Контрольная,4
12616,Контрольная,4
12617,Контрольная,4
12618,Контрольная,4
12619,Контрольная,4
12620,Контрольная,4
12621,Контрольная,4
12622,Контрольная,4
12623,Контрольная,4
12624,Контрольная,4
12625,Контрольная,4
12626,Контрольная,4
12627,Контрольная,4
12628,Контрольная,4
12629,Контрольная,4
12630,Контрольная,4
12631,Контрольная,4
12632,Контрольная,4
12633,Контрольная,4
12634,Контрольная,4
12635,Контрольная,4
12636,Контрольная,4
12637,Контрольная,4
12638,Контрольная,4
12639,Контрольная,4
12640,Контрольная,4
12641,Контрольная,4
12642,Контрольная,4
12643,Контрольная,4
12644,Контрольная,4
12645,Контрольная,4
12646,Контрольная,4
12647,Контрольная,4
12648,Контрольная,4
12649,Контрольная,4
12650,Контрольная,4
12651,Контрольная,4
12652,Контрольная,4
12653,Контрольная,4
12654,Контрольная,4
12655,Контрольная,4
12656,Контрольная,4
12657,Контрольная,4
12658,Контрольная,4
12659,Контрольная,4
12660,Контрольная,4
12661,Контрольная,4
12662,Контрольная,4
12663,Контрольная,4
12664,Контрольная,4
12665,Контрольная,4
12666,Контрольная,4
12667,Контрольная,4
12668,Контрольная,4
12669,Контрольная,4
12670,Контрольная,4
12671,Контрольная,4
12672,Контрольная,4
12673,Контрольная,4
12674,Контрольная,4
12675,Контрольная,4
12676,Контрольная,4
12677,Контрольная,4
12678,Контрольная,4
12679,Контрольная,4
12680,Контрольная,4
12681,Контрольная,4
12682,Контрольная,4
12683,Контрольная,4
12684,Контрольная,4
12685,Контрольная,4
12686,Контрольная,4
12687,Контрольная,4
12688,Контрольная,4
12689,Контрольная,4
12690,Контрольная,4
12691,Контрольная,4
12692,Контрольная,4
12693,Контрольная,4
12694,Контрольная,4
12695,Контрольная,4
12696,Контрольная,4
12697,Контрольная,4
12698,Контрольная,4
12699,Контрольная,4
12700,Контрольная,4
12701,Контрольная,4
12702,Контрольная,4
12703,Контрольная,4
12704,Контрольная,4
12705,Контрольная,4
12706,Контрольная,4
12707,Контрольная,4
12708,Контрольная,4
